,File Name,wl_x1_Ti,wl_x2_Ti
0,SN2019so_2019-01-15_05-16-38.888_ESO-NTT_EFOSC2-NTT_ePESSTO.asci,3912.359703518195,4487.664176130939
1,SN2019so_2019-01-15_05-16-39_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.csv,3907.749420983633,4544.178892221516
2,SN2019so_2019-01-17_07-22-01_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.csv,3926.4342886937866,4485.655012911171
