,ztfname,filename,redshift,phase,v_x1,v_x2,V_Sil_5972_mean,V_err_Sil_5972_mean,V_Sil_5972_median,V_err_Sil_5972_median,V_lower_err_Sil_5972_median,V_higher_err_Sil_5972_median,pEW_Sil_5972_mean,pEW_err_Sil_5972_mean,pEW_Sil_5972_median,pEW_err_Sil_5972_median,pEW_lower_err_Sil_5972_median,pEW_higher_err_Sil_5972_median,pEW_Sil_5972_median_trap,pEW_Sil_5972_median_trap_err,pEW_lower_trap_err_Sil_5972_median,pEW_higher_trap_err_Sil_5972_median,FWHMv_Sil_5972_mean,FWHMv_err_Sil_5972_mean,FWHMv_Sil_5972_median,FWHMv_err_Sil_5972_median,FWHMA_Sil_5972_mean,FWHMA_err_Sil_5972_mean,FWHMA_Sil_5972_median,FWHMA_err_Sil_5972_median,FWHMA_lower_err_Sil_5972_median,FWHMA_higher_err_Sil_5972_median,V_Sil_err_low_5972_final,V_Sil_err_high_5972_final,pEW_err_trap_low_5972_final,pEW_err_trap_high_5972_final,FWHMA_err_low_5972_final,FWHMA_err_high_5972_final
29,ZTF19aanhgqg,ZTF19aanhgqg_20190326_SEDm_0_dereddened.csv,0.02786203,-7.146012270000938,-13024.193548387091,-5262.096774193546,-0.9553323809011602,0.024113418070244814,-0.953302804306702,0.024113418070244814,0.0066890052914649716,0.005349956496451397,10.134625146641138,1.6500247417406169,10.700906333329279,1.6500247417406169,0.6064256555041856,1.0618282526885618,9.69419430994514,1.885051541527816,0.7262888866838341,0.8862025721882758,0.35263262465618606,0.06351459753658986,0.3642183377852046,0.06351459753658986,67.94941751442457,6.566197171241291,70.21163311587406,6.566197171241291,4.225702872170475,3.8590656594670887,0.04502398295275266,0.04469977662944205,2.0201274368556152,2.082972470574086,7.808425581094241,7.616254529340212
31,ZTF19aavrswr,ZTF19aavrswr_20190603_SEDm_0_dereddened.csv,0.03276714,-8.495970730000408,-16270.161290322576,-4979.8387096774095,-1.1157015363304708,0.01607433997110335,-1.1154358793170593,0.01607433997110335,0.003601655743451031,0.00190340294434529,26.630831327696228,1.9830444661489486,26.96301890664885,1.9830444661489486,1.0506834536585246,0.24746444055967393,26.157338852521764,2.159326926915847,1.2678331367480897,0.2054638311187317,0.5130772966038961,0.04207051137447585,0.5150797742545299,0.04207051137447585,98.37358772039735,4.358564130064234,98.75430309901913,4.358564130064234,3.0824181504827326,1.071138257857394,0.036472896818742745,0.03618664104362462,2.5040155031349816,2.1690800269242767,5.338387671414281,4.488253384483587
32,ZTF19abbvzgr,ZTF19abbvzgr_20190701_P200_0_dereddened.csv,0.04959426,-9.388364459999138,-14858.870967741932,-5120.9677419354775,-1.1709019799067137,0.01133117625446555,-1.171519634353526,0.01133117625446555,0.002864172515028276,0.004604639826307128,23.76807588940003,1.3984823347650124,24.179163163022555,1.3984823347650124,2.371100310600256,1.0320069652759414,23.229141421970034,1.745302403619655,2.2866775305780593,0.7739729365493099,0.45887042086500723,0.02922454345253716,0.4584338487668962,0.02922454345253716,87.82997740805456,3.0676800236129353,87.73859899449508,3.0676800236129353,3.5699820061680145,2.859797476516545,0.03168755917656066,0.03223103688326454,2.876625559389181,1.9092183182107034,4.706955730792171,4.193936376957125
33,ZTF19abbytxa,ZTF19abbytxa_20190629_SNIFS_0_dereddened.csv,0.05063173,-5.61972231999971,-16975.806451612894,-7661.290322580637,-1.311794315973059,0.018806644251298302,-1.311400407548219,0.018806644251298302,0.00276451683017217,0.0028542300603692835,24.03492822832966,2.345725045637379,24.020435184451305,2.345725045637379,0.33668638869427553,0.7367371827236574,23.350124094056618,2.9584332836361966,0.5166614268030815,0.7389299716449496,0.44821190702144886,0.0505468668317783,0.4488272763303611,0.0505468668317783,85.42012486703547,5.068679283416213,85.53920992762687,5.068679283416213,1.2000588017806433,1.5236228897010642,0.03900874591600395,0.0390220003478185,3.0032093706021636,3.049318775845132,5.208805122661423,5.292724854756169
34,ZTF19abdrwsz,ZTF19abdrwsz_20190711_SEDm_0_dereddened.csv,0.02615929,-7.649118690002069,-17399.19354838709,-4697.580645161281,-1.0767655990990763,0.01794164853611743,-1.0744034657558892,0.01794164853611743,0.003782248149719033,0.0011978388368655197,15.864528907071731,1.4268831322628261,16.582894567836753,1.4268831322628261,0.44390550739531764,0.11263387690046832,16.311805420140935,1.6173411161879805,0.7236798141911077,0.0783781701011878,0.4890133167549167,0.044872019343600834,0.5018606916294743,0.044872019343600834,93.87293996923361,4.871036030400625,96.34613054033161,4.871036030400625,3.291046587734866,0.5387527850691842,0.03833597974637891,0.037981589753763936,1.7718647689877067,1.6192391496195346,5.87860354609004,4.900739390426804
35,ZTF19abetjcx,ZTF19abetjcx_20190708_SEDm_0_dereddened.csv,0.05713162,-5.898953459996847,-18245.96774193548,-4133.064516129023,-1.0902749858599643,0.02301285596440484,-1.09420815558184,0.02301285596440484,0.000792972547725436,0.006204007818384077,22.394433830143676,2.0999840341435982,21.728206885801374,2.0999840341435982,0.0305837018386784,1.2121234916527273,21.456432378265625,2.9666960564001537,0.40868445714958473,1.2278826361785486,0.5854032012328834,0.057652515387575244,0.5759469382922622,0.057652515387575244,112.33084249213451,6.2438793768758325,110.50431094948453,6.2438793768758325,0.8419280977593008,3.8301455383151315,0.04302651395891027,0.04383445515737698,2.9947134214438407,3.210760230738042,6.300386702002658,7.325028635961135
36,ZTF19abfvhlx,ZTF19abfvhlx_20190715_SEDm_0_dereddened.csv,0.05646408,-7.196212900002138,-15705.645161290318,-7661.290322580637,-1.2835831620510116,0.049072991918719444,-1.2834197570245318,0.049072991918719444,0.0038503336380132673,0.0017400915648175662,3.5997216291179766,2.127823670034775,3.7019994198004924,2.127823670034775,0.5217644250867577,0.13498143889302977,3.6356774990015257,2.4906328729957243,0.2963564850555565,0.1156043877143213,0.21125066659537084,0.13955030514925412,0.21532268811650845,0.13955030514925412,40.29465015377818,13.23837324326318,41.07085711411855,13.23837324326318,6.705795236057179,2.449739828033708,0.06922381136176597,0.06910383339932488,2.5082023989864575,2.493314356936513,14.839885979207308,13.463125616029922
37,ZTF19abhpvfq,ZTF19abhpvfq_20190724_SEDm_0_dereddened.csv,0.03356655,-5.02303676000156,-17116.935483870962,-6955.645161290318,-1.240970811178765,0.07717281794344627,-1.238932635714714,0.07717281794344627,0.01697257210642962,0.007984072086361241,14.963055621752861,3.985475694429234,15.89995692888053,3.985475694429234,0.9160874257045958,1.0719907214708064,13.886850258857221,4.2161083510388995,1.5063232444687795,0.577298790025165,0.6385030696926827,0.2027289253306392,0.6353211249423154,0.2027289253306392,121.9539394974964,20.82673047153497,121.4334316620043,20.82673047153497,4.958737941046909,10.78356559538544,0.09901716290300644,0.09758472295763204,4.477117302967044,4.255448686174522,21.40891833096528,23.452888715123
38,ZTF19abhxllw,ZTF19abhxllw_20190723_Ekar_0_dereddened.csv,0.03430746,-5.776163419999648,-16552.419354838705,-8084.677419354834,-1.229402022808089,0.02432823368982209,-1.2577779440980636,0.02432823368982209,0.06816810828757813,0.2703680520548658,43.76577983981228,5.890784219864759,46.236247286349226,5.890784219864759,11.488838752919447,3.4873479504581906,44.550574783614906,6.9450139521875185,11.152286111150172,2.8893170867891818,0.40217581510708106,0.06929234606796597,0.4237342586842331,0.06929234606796597,76.7783286543864,6.565484125622939,80.94543556197777,6.565484125622939,20.72283383054163,4.0777451143013606,0.09237923695351848,0.29146039587094325,13.137987071885568,7.5220590282243345,21.73801793568235,7.72875067659809
39,ZTF19abkgbul,ZTF19abkgbul_20190801_SEDm_0_dereddened.csv,0.03819309,-5.5298396599973785,-14294.354838709674,-4556.45161290322,-1.161044956764798,0.1072872273446387,-1.103430937894787,0.1072872273446387,0.07470038636514319,0.019113795250796917,18.894019943871626,7.807793822659244,16.031961271660027,7.807793822659244,0.09932382751685535,5.529926247250184,14.297214793215167,8.411751327932514,0.38139247716625496,0.5995647370001155,0.6620593047038585,0.279918321166464,0.5422616073683078,0.279918321166464,126.64942742018974,29.137470901242896,104.13622137343737,29.137470901242896,1.23403769724811,37.83490068168806,0.15073139207704422,0.12897654022857202,8.420393139551942,8.433091857487883,29.163591335070617,47.75428692917502
40,ZTF19abpbmli,ZTF19abpbmli_20190816_SEDm_0_dereddened.csv,0.0370363,-5.036402990001079,-17822.580645161288,-4133.064516129023,-1.0909414448657522,0.02362364399003745,-1.0826551488472487,0.02362364399003745,0.009034803856142195,0.001036599544388012,53.77733011679858,4.286162207263703,57.077090960476426,4.286162207263703,1.4326259203153378,0.526095499518907,54.74610548297102,4.687657936658111,1.2940731359303284,0.6090620461990404,0.6516512725735482,0.06290875563130885,0.6728934988566313,0.06290875563130885,125.04351368494684,6.4068504960170705,129.15960064188857,6.4068504960170705,4.444745964346092,1.4860998203202995,0.0452923750582462,0.04364637591647942,4.862999302102596,4.7270597105636325,7.797659903194359,6.576946552486968
41,ZTF19abrogbl,ZTF19abrogbl_20190828_SEDm_0_dereddened.csv,0.035788,-7.251934129999427,-14717.741935483864,-6108.870967741932,-1.1497984413950726,0.04568439044246298,-1.1506585715875506,0.04568439044246298,0.007455548989938229,0.006222142577172888,11.036898019927925,2.6721356145637536,11.549122627276846,2.6721356145637536,1.0779414630187034,0.5569010483969894,10.440584713519142,2.842291802874124,0.9998227273692875,0.5433228463478845,0.43205228296824766,0.12451552601664508,0.43011125610496914,0.12451552601664508,82.75066287696825,12.36564016407356,82.40289090511124,12.36564016407356,5.016173115627444,4.120524951324686,0.06628875393484655,0.06610616648941951,3.013016458443199,2.8937557616442002,13.34432648706156,13.034100756931352
42,ZTF19abxfhrq,ZTF19abxfhrq_20190910_SEDm_0_dereddened.csv,0.03311112,-8.383954780001659,-11471.77419354838,-6108.870967741932,-0.9168321336751991,0.08436321692627231,-0.9170440569049259,0.08436321692627231,0.0038153092384794157,0.007078843952434451,5.254481708373488,6.5544153262904485,4.996575220045624,6.5544153262904485,0.2232692690042842,0.6573617706757119,4.647834907283345,6.194716936427882,0.36009385307689135,0.5180323174320056,0.213767253646094,0.2718754621683672,0.20781206793870077,0.2718754621683672,41.240593244415614,23.016227480527103,40.075060466423565,23.016227480527103,1.7071491607674396,9.878354563627745,0.1044494461481809,0.10465968581238769,6.205174091473196,6.2163393894132275,23.07945158994208,25.046529027394516
43,ZTF19abyjjxp,ZTF19abyjjxp_20190914_SEDm_0_dereddened.csv,0.02441079,-6.137513840003521,-14012.096774193546,-5544.354838709674,-0.9994432617776023,0.09529960504457802,-0.9890012008405789,0.09529960504457802,0.02453255901876071,0.011237810552464344,11.723764448185959,6.230345227604796,11.822398023030312,6.230345227604796,0.8151904200299955,1.9240008542423128,9.324583429509964,5.657923958148325,1.0159901385201975,1.0732821226350138,0.5129739937997583,0.2783515757247332,0.5340154123991803,0.2783515757247332,98.72136983678375,25.959218546355054,102.75434525308447,25.959218546355054,7.2545892016832525,6.974667941471313,0.11840661143267528,0.11595990364556251,5.748420607241533,5.758822625411963,26.95385115382593,26.87986273088484
44,ZTF19abzlsbl,ZTF19abzlsbl_20190921_SEDm_0_dereddened.csv,0.03402776,-5.63650133000192,-18528.225806451606,-2862.903225806447,-1.082996106656767,0.022242029955199933,-1.0811579901029873,0.022242029955199933,0.004476248494076945,0.0004932284334567208,42.527979353642145,2.9121775289169687,42.3917156107057,2.9121775289169687,0.4747640069201277,0.7549362938537124,40.986398177001426,2.9370615383870295,1.1385082019858983,0.7059660871806259,0.7577823805561739,0.05841851262037643,0.7560958461971541,0.05841851262037643,145.4444305304183,6.036874506919162,145.13180209061284,6.036874506919162,2.7173860531999408,1.5489642359595979,0.04268798574375296,0.0422474980799096,3.150004985116936,3.0207149148043593,6.6202749772510225,6.232426815982068
