 3490.00 1.8108852e-16
 3491.47 3.8220313e-16
 3492.94 6.2060378e-16
 3494.41 4.5335294e-16
 3495.88 3.5884051e-16
 3497.35 5.3813867e-16
 3498.82 1.3207221e-16
 3500.29 3.5598455e-16
 3501.76 4.2470322e-16
 3503.23 5.7828866e-16
 3504.70 4.1946861e-16
 3506.17 4.8720652e-16
 3507.64 4.8302419e-16
 3509.11 5.1298708e-16
 3510.58 2.0818007e-16
 3512.05 2.7191552e-16
 3513.52 3.2185142e-16
 3514.99 5.0631479e-16
 3516.46 6.1685455e-16
 3517.93 5.5593414e-16
 3519.40 3.7664651e-16
 3520.87 3.8335954e-16
 3522.34 5.0084163e-16
 3523.81 5.0014691e-16
 3525.28 6.0321398e-16
 3526.75 5.5552518e-16
 3528.22 5.8896144e-16
 3529.69 4.7578508e-16
 3531.16 4.8074917e-16
 3532.63 5.8243939e-16
 3534.10 3.7513869e-16
 3535.57 3.1113820e-16
 3537.04 3.5592261e-16
 3538.51 3.3083553e-16
 3539.98 3.6117498e-16
 3541.45 4.3100848e-16
 3542.92 3.4380114e-16
 3544.39 3.5769844e-16
 3545.86 3.4756769e-16
 3547.33 3.9229574e-16
 3548.80 5.2060275e-16
 3550.27 4.2510659e-16
 3551.74 2.4622221e-16
 3553.21 3.7744492e-16
 3554.68 4.4107888e-16
 3556.15 4.1935024e-16
 3557.62 4.5000907e-16
 3559.09 5.3646646e-16
 3560.56 4.0324038e-16
 3562.03 6.6960649e-16
 3563.50 2.9019216e-16
 3564.97 3.8102308e-16
 3566.44 4.6543793e-16
 3567.91 4.5147581e-16
 3569.38 4.9072579e-16
 3570.85 5.0257159e-16
 3572.32 4.9992975e-16
 3573.79 5.3401362e-16
 3575.26 3.6899614e-16
 3576.73 4.7578423e-16
 3578.20 4.3310041e-16
 3579.67 3.0951436e-16
 3581.14 3.9193120e-16
 3582.61 5.7654123e-16
 3584.08 6.0928943e-16
 3585.55 4.0032254e-16
 3587.02 4.4694249e-16
 3588.49 3.2202287e-16
 3589.96 3.6728137e-16
 3591.43 4.3798324e-16
 3592.90 4.0052128e-16
 3594.37 4.2246562e-16
 3595.84 4.7650288e-16
 3597.31 3.1759739e-16
 3598.78 4.9183497e-16
 3600.25 7.5376191e-16
 3601.72 7.5487057e-16
 3603.19 6.0013793e-16
 3604.66 5.3842401e-16
 3606.13 4.7205056e-16
 3607.60 2.1667918e-16
 3609.07 5.7153479e-16
 3610.54 4.5547640e-16
 3612.01 5.3146818e-16
 3613.48 6.9987331e-16
 3614.95 6.1841658e-16
 3616.42 4.7077551e-16
 3617.89 4.8375169e-16
 3619.36 5.9670972e-16
 3620.83 5.1954613e-16
 3622.30 4.5697787e-16
 3623.77 6.0544909e-16
 3625.24 4.3118546e-16
 3626.71 5.6345066e-16
 3628.18 6.0752215e-16
 3629.65 7.4709751e-16
 3631.12 5.9555257e-16
 3632.59 6.8383479e-16
 3634.06 6.3532394e-16
 3635.53 4.0217654e-16
 3637.00 5.9404798e-16
 3638.47 5.9428557e-16
 3639.94 5.8888208e-16
 3641.41 5.2985103e-16
 3642.88 3.7207097e-16
 3644.35 5.0317473e-16
 3645.82 5.9489607e-16
 3647.29 4.7316002e-16
 3648.76 7.0485497e-16
 3650.23 7.2666385e-16
 3651.70 4.1106880e-16
 3653.17 5.9967699e-16
 3654.64 6.7727876e-16
 3656.11 5.9999828e-16
 3657.58 6.5602448e-16
 3659.05 6.6891854e-16
 3660.52 7.0642204e-16
 3661.99 5.3485684e-16
 3663.46 6.1236549e-16
 3664.93 6.1922545e-16
 3666.40 6.8390245e-16
 3667.87 5.9719550e-16
 3669.34 4.4820934e-16
 3670.81 5.2827317e-16
 3672.28 4.4198891e-16
 3673.75 6.5530847e-16
 3675.22 6.0011564e-16
 3676.69 6.8070966e-16
 3678.16 7.4944644e-16
 3679.63 5.0331741e-16
 3681.10 2.9710239e-16
 3682.57 4.4968259e-16
 3684.04 5.0846864e-16
 3685.51 5.6138575e-16
 3686.98 5.7165883e-16
 3688.45 5.2297577e-16
 3689.92 4.2915530e-16
 3691.39 3.6378183e-16
 3692.86 4.1382149e-16
 3694.33 4.9212942e-16
 3695.80 5.3797191e-16
 3697.27 4.6616464e-16
 3698.74 4.5321403e-16
 3700.21 5.7032851e-16
 3701.68 5.4516306e-16
