,wl,fl
0,3616.0,8.915551735715715
1,3618.0,9.158010251722432
2,3620.0,9.143651656756463
3,3622.0,9.325394504587779
4,3624.0,9.355637390524365
5,3626.0,9.549934640535286
6,3628.0,9.577659914071305
7,3630.0,9.354642596930077
8,3632.0,8.968207830634727
9,3634.0,9.0112433486967
10,3636.0,8.743389462998357
11,3638.0,8.658905975005139
12,3640.0,8.683090997803326
13,3642.0,8.995889032583655
14,3644.0,8.829463868259678
15,3646.0,8.850492253145289
16,3648.0,8.946765546180538
17,3650.0,8.868092528969019
18,3652.0,8.909453390014438
19,3654.0,9.011335051238861
20,3656.0,9.093976167471716
21,3658.0,8.903182532966799
22,3660.0,8.714897005720072
23,3662.0,8.465029490527195
24,3664.0,8.530975142865985
25,3666.0,8.543406591071676
26,3668.0,8.498002390067358
27,3670.0,8.308604011965233
28,3672.0,8.245004896021822
29,3674.0,7.866184417053797
30,3676.0,7.7811524485645265
31,3678.0,7.803066768484399
32,3680.0,7.564912221055084
33,3682.0,7.434392539109419
34,3684.0,7.301218696767331
35,3686.0,7.129831364355275
36,3688.0,7.237361366564207
37,3690.0,6.911996330143839
38,3692.0,6.8256140200886035
39,3694.0,6.762536097087934
40,3696.0,6.587847965496428
41,3698.0,6.557930417588303
42,3700.0,6.250840501170788
43,3702.0,6.301201057400454
44,3704.0,6.269779369771771
45,3706.0,6.1319648497088926
46,3708.0,5.962499540512433
47,3710.0,5.703448242336312
48,3712.0,5.757411213504657
49,3714.0,5.849472742460842
50,3716.0,5.812187325975132
51,3718.0,5.892853577647076
52,3720.0,5.988795915429967
53,3722.0,5.99203107922397
54,3724.0,6.303749572354879
55,3726.0,6.239529576547326
56,3728.0,6.283834001642451
57,3730.0,6.374848788929406
58,3732.0,6.36993998052187
59,3734.0,6.1020666449758965
60,3736.0,6.19813962769126
61,3738.0,6.283844641066846
62,3740.0,6.4051026025130104
63,3742.0,6.860978248847885
64,3744.0,7.071861413248169
65,3746.0,6.9962071540827715
66,3748.0,6.816633131755966
67,3750.0,6.664320042711317
68,3752.0,6.730894554605341
69,3754.0,7.147862930549656
70,3756.0,7.579769661552023
71,3758.0,8.070890810302187
72,3760.0,8.045752923455474
73,3762.0,6.820636860100248
74,3764.0,6.1828716496789475
75,3766.0,5.835115293762763
76,3768.0,5.903536857234373
77,3770.0,5.963292264406445
78,3772.0,5.8931715663748605
79,3774.0,5.759451706924736
80,3776.0,5.690229042931339
81,3778.0,5.676197669615131
82,3780.0,5.758885609955476
83,3782.0,5.847959989803868
84,3784.0,6.005486775425482
85,3786.0,6.065665366517251
86,3788.0,6.16081751488765
87,3790.0,6.018208552182103
88,3792.0,6.166687282555531
89,3794.0,6.187691471523581
90,3796.0,6.093312000009194
91,3798.0,6.124239465774951
92,3800.0,6.45743168346626
93,3802.0,6.525744032303154
94,3804.0,6.569632460012916
95,3806.0,6.82116400406698
96,3808.0,6.764983729191111
97,3810.0,6.952455863670357
98,3812.0,6.955190988982401
99,3814.0,7.113686948253767
100,3816.0,7.016623652075941
101,3818.0,6.906240714019638
102,3820.0,6.909030833271025
103,3822.0,6.969033655361498
104,3824.0,7.076772606769908
105,3826.0,6.9621100471108575
106,3828.0,7.2986778985589655
107,3830.0,7.363516672837056
108,3832.0,7.575013800526431
109,3834.0,7.8290153343644855
110,3836.0,8.077976494846418
111,3838.0,8.136273110979573
112,3840.0,8.241282361503528
113,3842.0,8.377762660686217
114,3844.0,8.464100241314261
115,3846.0,8.583845729849992
116,3848.0,8.459185102383742
117,3850.0,8.55190251112952
118,3852.0,8.544959393316375
119,3854.0,8.668218422561173
120,3856.0,8.767577587660151
121,3858.0,8.726589529351156
122,3860.0,8.879702225810329
123,3862.0,8.890951745930058
124,3864.0,9.08067194695771
125,3866.0,9.122602880270557
126,3868.0,9.388066373922904
127,3870.0,9.308530667160456
128,3872.0,9.606006007054258
129,3874.0,9.861102838633485
130,3876.0,10.08244661947366
131,3878.0,10.136533774802775
132,3880.0,10.477646217768244
133,3882.0,10.453555749300351
134,3884.0,10.432757146731532
135,3886.0,10.41137729187708
136,3888.0,10.37866043277831
137,3890.0,10.506179218770724
138,3892.0,10.491287054075084
139,3894.0,10.679879535035566
140,3896.0,10.871778586145687
141,3898.0,11.04498426857765
142,3900.0,11.122034119722601
143,3902.0,11.060791429797304
144,3904.0,11.13581802112432
145,3906.0,11.179208535245436
146,3908.0,11.219226824381508
147,3910.0,11.31584726981886
148,3912.0,11.359657572057749
149,3914.0,11.266321239982636
150,3916.0,11.47086532092061
151,3918.0,11.548551028727873
152,3920.0,11.734943789474011
153,3922.0,11.818313003722203
154,3924.0,11.977275528744844
155,3926.0,12.259909129004145
156,3928.0,12.276256707431425
157,3930.0,12.169373780626348
158,3932.0,12.10476603254773
159,3934.0,12.421218900995267
160,3936.0,12.418656514689856
161,3938.0,12.356055379153943
162,3940.0,12.567138550588924
163,3942.0,12.586366106534474
164,3944.0,12.632531555669525
165,3946.0,12.377550025743696
166,3948.0,12.164842038073644
167,3950.0,12.02860430804959
168,3952.0,11.830346871891159
169,3954.0,11.439316287907532
170,3956.0,11.140664953084706
171,3958.0,10.801820005490544
172,3960.0,10.446477381252219
173,3962.0,10.157462617116517
174,3964.0,9.106136717485159
175,3966.0,8.391565031396171
176,3968.0,8.479311748478159
177,3970.0,9.035710780472204
178,3972.0,9.327479815383832
179,3974.0,9.493624137868363
180,3976.0,9.592069533733069
181,3978.0,9.682294986003429
182,3980.0,9.846465134572757
183,3982.0,9.905384207987678
184,3984.0,9.942585282678364
